"ind";"values";"regne";"type";"genre"
"4";0;"Bacteria";"Control";"Candidatus Avilachnospira"
"4";0;"Bacteria";"Control";"Ethanoligenens"
"4";0;"Bacteria";"Control";"Faecalibacillus"
"4";0;"Bacteria";"Control";"Schwartzia"
"4";0;"Bacteria";"Control";"Halpernia"
"4";0;"Bacteria";"Control";"Raoultibacter"
"4";0;"Bacteria";"Control";"Ornithobacterium"
"4";0;"Bacteria";"Control";"Stomatobaculum"
"4";0;"Bacteria";"Control";"Amedibacterium"
"4";0;"Bacteria";"Control";"Boudabousia"
"4";0;"Bacteria";"Control";"Cryptobacterium"
"4";0;"Bacteria";"Control";"Emergencia"
"4";0;"Bacteria";"Control";"Enterobacter"
"4";0;"Archaea";"Control";"Methanosarcina"
"4";0;"Bacteria";"Control";"Variimorphobacter"
"4";0;"Bacteria";"Control";"Candidatus Faecimorpha"
"4";0;"Bacteria";"Control";"Dielma"
"4";0;"Bacteria";"Control";"Volucribacter"
"4";0;"Bacteria";"Control";"Candidatus Merdousia"
"4";0;"Bacteria";"Control";"Coraliomargarita"
"4";0;"Viruses";"Control";"Porprismacovirus"
"4";0;"Bacteria";"Control";"Enteractinococcus"
"4";0;"Bacteria";"Control";"Candidatus Enterosoma"
"4";0;"Bacteria";"Control";"Streptobacillus"
"4";0;"Bacteria";"Control";"Aeromonas"
"4";0;"Bacteria";"Control";"Sphaerochaeta"
"4";0;"Bacteria";"Control";"Candidatus Caccocola"
"4";0;"Bacteria";"Control";"Pontibacillus"
"4";0;"Bacteria";"Control";"Desulfosporosinus"
"4";0;"Bacteria";"Control";"Johnsonella"
"4";0;"Bacteria";"Control";"Parasporobacterium"
"4";0;"Bacteria";"Control";"Waltera"
"4";0;"Bacteria";"Control";"Galactobacillus"
"4";0;"Bacteria";"Control";"Candidatus Caccosoma"
"4";0;"Bacteria";"Control";"Anaerobiospirillum"
"4";0;"Viruses";"Control";"Cequinquevirus"
"4";0;"Archaea";"Control";"Methanocorpusculum"
"4";0;"Bacteria";"Control";"Fundicoccus"
"4";0;"Bacteria";"Control";"Globicatella"
"4";0;"Bacteria";"Control";"Vaginisenegalia"
"4";0;"Bacteria";"Control";"Marinilactibacillus"
"4";0;"Bacteria";"Control";"Candidatus Weimeria"
"4";0;"Bacteria";"Control";"Hespellia"
"4";0;"Bacteria";"Control";"Candidatus Avanaerovorax"
"4";0;"Bacteria";"Control";"Coprobacter"
"4";0;"Bacteria";"Control";"Virgibacillus"
"4";0;"Bacteria";"Control";"Acetobacterium"
"4";0;"Bacteria";"Control";"Bacilliculturomica"
"4";0;"Bacteria";"Control";"Candidatus Limadaptatus"
"4";0;"Bacteria";"Control";"Fastidiosipila"
"4";0;"Bacteria";"Control";"Dethiosulfatibacter"
"4";0;"Archaea";"Control";"Candidatus Methanomethylophilus"
"4";0;"Bacteria";"Control";"Candidatus Caccoplasma"
"4";0;"Bacteria";"Control";"Flexilinea"
"4";0;"Bacteria";"Control";"Anaerosalibacter"
"4";0;"Bacteria";"Control";"Candidatus Avelusimicrobium"
"4";0;"Bacteria";"Control";"Amylolactobacillus"
"4";0;"Bacteria";"Control";"Candidatus Caccalectryoclostridium"
"4";0;"Bacteria";"Control";"Candidatus Scatocola"
"4";0;"Bacteria";"Control";"Ancrocorticia"
"4";0;"Bacteria";"Control";"Pseudoscardovia"
"4";0;"Bacteria";"Control";"Thermosporothrix"
"4";0;"Bacteria";"Control";"Pelotomaculum"
"4";0;"Bacteria";"Control";"Sinanaerobacter"
"4";0;"Bacteria";"Control";"Candidatus Cottocaccamicrobium"
"4";0;"Bacteria";"Control";"Candidatus Gallimonas"
"4";0;"Bacteria";"Control";"Proteus"
"4";0;"Bacteria";"Control";"Rubneribacter"
"4";0;"Bacteria";"Control";"Caldibacillus"
"4";0;"Bacteria";"Control";"Provencibacterium"
"4";0;"Bacteria";"Control";"Megamonas"
"4";0;"Bacteria";"Control";"Pseudomonas"
"4";0;"Bacteria";"Control";"Desulfuromonas"
"4";0;"Bacteria";"Control";"Succinimonas"
"4";0;"Bacteria";"Control";"Tidjanibacter"
"4";0;"Bacteria";"Control";"Trichococcus"
"4";0;"Bacteria";"Control";"Inconstantimicrobium"
"4";0;"Bacteria";"Control";"Candidatus Choladocola"
"4";0;"Bacteria";"Control";"Candidatus Caccovicinus"
"4";0;"Archaea";"Control";"Candidatus Methanofastidiosum"
"4";0;"Bacteria";"Control";"Hallerella"
"4";0;"Bacteria";"Control";"Candidatus Coprosoma"
"4";0;"Bacteria";"Control";"Metamycoplasma"
"5";0.00134886237267693;"Archaea";"Control";"Methanobrevibacter"
"5";0;"Archaea";"Control";"Methanosphaera"
"5";0;"Bacteria";"Control";"Arcanobacterium"
"5";3.86914033705549e-05;"Bacteria";"Control";"Aeriscardovia"
"5";5.67029187327097e-05;"Bacteria";"Control";"Bifidobacterium"
"5";2.33482606546452e-06;"Bacteria";"Control";"Corynebacterium"
"5";0;"Bacteria";"Control";"Cellulomonas"
"5";8.07182725489163e-05;"Bacteria";"Control";"Rothia"
"5";0;"Bacteria";"Control";"Atopobium"
"5";1.20076769081032e-05;"Bacteria";"Control";"Olsenella"
"5";0.00103266021409688;"Bacteria";"Control";"Collinsella"
"5";4.66965213092904e-06;"Bacteria";"Control";"Senegalimassilia"
"5";6.00383845405162e-06;"Bacteria";"Control";"Adlercreutzia"
"5";4.33610555014839e-06;"Bacteria";"Control";"Ellagibacter"
"5";0;"Bacteria";"Control";"Gordonibacter"
"5";0.00889535376283904;"Bacteria";"Control";"Bacteroides"
"5";0.0639809051253435;"Bacteria";"Control";"Phocaeicola"
"5";0;"Bacteria";"Control";"Petrimonas"
"5";3.6690123885871e-05;"Bacteria";"Control";"Sodaliphilus"
"5";1.26747700696645e-05;"Bacteria";"Control";"Candidatus Cryptobacteroides"
"5";0.00138688668288592;"Bacteria";"Control";"Butyricimonas"
"5";0;"Bacteria";"Control";"Paludibacter"
"5";0.000439947940049671;"Bacteria";"Control";"Alloprevotella"
"5";0;"Bacteria";"Control";"Candidatus Caccomonas"
"5";1.63437824582516e-05;"Bacteria";"Control";"Hallella"
"5";2.83514593663549e-05;"Bacteria";"Control";"Paraprevotella"
"5";0.0361010806242124;"Bacteria";"Control";"Prevotella"
"5";0.0587425560741834;"Bacteria";"Control";"Prevotellamassilia"
"5";4.00255896936775e-06;"Bacteria";"Control";"Pseudoprevotella"
"5";0.00477071674490558;"Bacteria";"Control";"Alistipes"
"5";0.000612057975732485;"Bacteria";"Control";"Parabacteroides"
"5";0;"Bacteria";"Control";"Chlamydia"
"5";3.90249499513356e-05;"Bacteria";"Control";"Fibrobacter"
"5";4.66965213092904e-06;"Bacteria";"Control";"Gemella"
"5";0.000256497320620317;"Bacteria";"Control";"Caryophanon"
"5";2.76843662047936e-05;"Bacteria";"Control";"Granulicatella"
"5";0.000530005516860446;"Bacteria";"Control";"Enterococcus"
"5";0.157987339905979;"Bacteria";"Control";"Lactobacillus"
"5";0.0248171997964032;"Bacteria";"Control";"Ligilactobacillus"
"5";0.0685034632141482;"Bacteria";"Control";"Limosilactobacillus"
"5";0.00623165076872481;"Bacteria";"Control";"Streptococcus"
"5";1.66773290390323e-06;"Bacteria";"Control";"Christensenella"
"5";5.63693721519291e-05;"Bacteria";"Control";"Butyricicoccus"
"5";0;"Bacteria";"Control";"Candidatus Coprocola"
"5";0.016534904649039;"Bacteria";"Control";"Clostridium"
"5";0.000400589443517556;"Bacteria";"Control";"Hungatella"
"5";5.00319871170969e-06;"Bacteria";"Control";"Lactonifactor"
"5";0;"Bacteria";"Control";"Paraclostridium"
"5";0;"Bacteria";"Control";"Sarcina"
"5";0;"Bacteria";"Control";"Desulfotomaculum"
"5";1.86786085237162e-05;"Bacteria";"Control";"Candidatus Copromorpha"
"5";0.00116974785879772;"Bacteria";"Control";"Eubacterium"
"5";0;"Bacteria";"Control";"Intestinibacillus"
"5";0;"Bacteria";"Control";"Anaerovorax"
"5";3.96920431128969e-05;"Bacteria";"Control";"Hornefia"
"5";0.000597715472758917;"Bacteria";"Control";"Mogibacterium"
"5";4.8030707632413e-05;"Bacteria";"Control";"Acetatifactor"
"5";0.000886900358295737;"Bacteria";"Control";"Anaerobutyricum"
"5";0.000362898679889343;"Bacteria";"Control";"Anaerotignum"
"5";0;"Bacteria";"Control";"Bariatricus"
"5";0.000104066533203561;"Bacteria";"Control";"Blautia"
"5";1.90121551044968e-05;"Bacteria";"Control";"Candidatus Choladousia"
"5";2.33482606546452e-06;"Bacteria";"Control";"Candidatus Fimousia"
"5";0;"Bacteria";"Control";"Candidatus Galacturonibacter"
"5";0;"Bacteria";"Control";"Candidatus Pullilachnospira"
"5";0;"Bacteria";"Control";"Catenibacillus"
"5";0;"Bacteria";"Control";"Cellulosilyticum"
"5";5.77035584750517e-05;"Bacteria";"Control";"Coprococcus"
"5";3.00191922702581e-06;"Bacteria";"Control";"Diplocloster"
"5";0.000341551698719381;"Bacteria";"Control";"Dorea"
"5";0.000266503718043736;"Bacteria";"Control";"Eisenbergiella"
"5";0.00256730803226863;"Bacteria";"Control";"Enterocloster"
"5";0.000856547619444698;"Bacteria";"Control";"Faecalicatena"
"5";0.000189788004464187;"Bacteria";"Control";"Faecalimonas"
"5";0;"Bacteria";"Control";"Frisingicoccus"
"5";8.33866451951614e-06;"Bacteria";"Control";"Fusicatenibacter"
"5";0.010133145124116;"Bacteria";"Control";"Lachnoclostridium"
"5";1.53431427159097e-05;"Bacteria";"Control";"Lachnospira"
"5";7.00447819639356e-06;"Bacteria";"Control";"Marvinbryantia"
"5";8.70556575837485e-05;"Bacteria";"Control";"Mediterraneibacter"
"5";3.96920431128968e-05;"Bacteria";"Control";"Merdimonas"
"5";0.000156433346386123;"Bacteria";"Control";"Niameybacter"
"5";6.00383845405162e-05;"Bacteria";"Control";"Oliverpabstia"
"5";7.00447819639356e-06;"Bacteria";"Control";"Oribacterium"
"5";1.83450619429355e-05;"Bacteria";"Control";"Pseudobutyrivibrio"
"5";0;"Bacteria";"Control";"Robinsoniella"
"5";0.000323873729938007;"Bacteria";"Control";"Roseburia"
"5";9.33930426185808e-06;"Bacteria";"Control";"Tyzzerella"
"5";0;"Bacteria";"Control";"Candidatus Enterenecus"
"5";0.000143758576316458;"Bacteria";"Control";"Candidatus Faecousia"
"5";0;"Bacteria";"Control";"Candidatus Fimimorpha"
"5";0;"Bacteria";"Control";"Candidatus Fimisoma"
"5";7.23796080294001e-05;"Bacteria";"Control";"Candidatus Gallacutalibacter"
"5";0.000505323069882678;"Bacteria";"Control";"Candidatus Limiplasma"
"5";4.90313473747549e-05;"Bacteria";"Control";"Candidatus Limivicinus"
"5";1.10070371657613e-05;"Bacteria";"Control";"Candidatus Scatomorpha"
"5";0.00174244733799809;"Bacteria";"Control";"Candidatus Ventricola"
"5";0.000159101719032368;"Bacteria";"Control";"Evtepia"
"5";0.000369569611504956;"Bacteria";"Control";"Flintibacter"
"5";3.6690123885871e-05;"Bacteria";"Control";"Gemmiger"
"5";0.00111871523193829;"Bacteria";"Control";"Intestinimonas"
"5";5.47016392480259e-05;"Bacteria";"Control";"Acetivibrio"
"5";4.66965213092904e-06;"Bacteria";"Control";"Acutalibacter"
"5";2.50159935585485e-05;"Bacteria";"Control";"Agathobaculum"
"5";3.10198320126e-05;"Bacteria";"Control";"Anaeromassilibacillus"
"5";3.93584965321162e-05;"Bacteria";"Control";"Anaerotruncus"
"5";0.00255596744852209;"Bacteria";"Control";"Angelakisella"
"5";1.96792482660581e-05;"Bacteria";"Control";"Candidatus Caccousia"
"5";0;"Bacteria";"Control";"Candidatus Faeciplasma"
"5";0;"Bacteria";"Control";"Candidatus Faecivivens"
"5";0;"Bacteria";"Control";"Candidatus Merdivicinus"
"5";0;"Bacteria";"Control";"Candidatus Onthomonas"
"5";3.6690123885871e-06;"Bacteria";"Control";"Candidatus Pelethomonas"
"5";0;"Bacteria";"Control";"Candidatus Scatavimonas"
"5";0.000242154817646749;"Bacteria";"Control";"Dysosmobacter"
"5";0.00015976881219393;"Bacteria";"Control";"Faecalibacterium"
"5";0.000420935784945175;"Bacteria";"Control";"Flavonifractor"
"5";2.23476209123033e-05;"Bacteria";"Control";"Fournierella"
"5";0;"Bacteria";"Control";"Hydrogeniiclostidium"
"5";0;"Bacteria";"Control";"Massiliimalia"
"5";0.00558823941439893;"Bacteria";"Control";"Oscillibacter"
"5";0;"Bacteria";"Control";"Papillibacter"
"5";1.10070371657613e-05;"Bacteria";"Control";"Phocea"
"5";8.90569370684324e-05;"Bacteria";"Control";"Pseudoflavonifractor"
"5";0.000614392801797949;"Bacteria";"Control";"Ruminiclostridium"
"5";0.002261112271112;"Bacteria";"Control";"Ruminococcus"
"5";0.000422937064429858;"Bacteria";"Control";"Ruthenibacterium"
"5";3.2020471754942e-05;"Bacteria";"Control";"Subdoligranulum"
"5";3.46888444011872e-05;"Bacteria";"Control";"Vescimonas"
"5";1.66773290390323e-06;"Bacteria";"Control";"Peptococcus"
"5";0.000135753458377723;"Bacteria";"Control";"Clostridioides"
"5";3.40217512396259e-05;"Bacteria";"Control";"Intestinibacter"
"5";0;"Bacteria";"Control";"Paeniclostridium"
"5";3.23540183357227e-05;"Bacteria";"Control";"Peptostreptococcus"
"5";0.00500386580487124;"Bacteria";"Control";"Romboutsia"
"5";0.000151430147674413;"Bacteria";"Control";"Terrisporobacter"
"5";4.33610555014839e-06;"Bacteria";"Control";"Candidatus Avichristensenella"
"5";5.33674529249033e-06;"Bacteria";"Control";"Candidatus Faecaligallichristensenella"
"5";1.86786085237162e-05;"Bacteria";"Control";"Candidatus Pullichristensenella"
"5";0;"Bacteria";"Control";"Catenibacterium"
"5";1.23412234888839e-05;"Bacteria";"Control";"Sharpea"
"5";0;"Bacteria";"Control";"Amedibacillus"
"5";2.33482606546452e-05;"Bacteria";"Control";"Faecalicoccus"
"5";1.7010875619813e-05;"Bacteria";"Control";"Faecalitalea"
"5";0.000234816792869574;"Bacteria";"Control";"Floccifex"
"5";0.000300191922702581;"Bacteria";"Control";"Holdemanella"
"5";0;"Bacteria";"Control";"Holdemania"
"5";8.67221110029679e-06;"Bacteria";"Control";"Lactimicrobium"
"5";5.67029187327098e-06;"Bacteria";"Control";"Traorella"
"5";0.00276376696834843;"Bacteria";"Control";"Turicibacter"
"5";0;"Bacteria";"Control";"Candidatus Avacidaminococcus"
"5";0.00251927732463622;"Bacteria";"Control";"Phascolarctobacterium"
"5";5.33674529249033e-06;"Bacteria";"Control";"Mitsuokella"
"5";0;"Bacteria";"Control";"Dialister"
"5";0.00294821822752013;"Bacteria";"Control";"Veillonella"
"5";0;"Bacteria";"Control";"Candidatus Enteromonas"
"5";2.10134345891807e-05;"Bacteria";"Control";"Negativibacillus"
"5";0.00525002318148736;"Bacteria";"Control";"Fusobacterium"
"5";1.43425029735678e-05;"Bacteria";"Control";"Candidatus Spyradomonas"
"5";0.000329877568392059;"Bacteria";"Control";"Sinorhizobium"
"5";0;"Bacteria";"Control";"Loktanella"
"5";3.6690123885871e-05;"Bacteria";"Control";"Parasutterella"
"5";9.67285084263873e-06;"Bacteria";"Control";"Sutterella"
"5";0;"Bacteria";"Control";"Neisseria"
"5";0.000170775849359691;"Bacteria";"Control";"Bilophila"
"5";0.00317836536825877;"Bacteria";"Control";"Desulfovibrio"
"5";2.33482606546452e-06;"Bacteria";"Control";"Mailhella"
"5";0;"Bacteria";"Control";"Corallococcus"
"5";0.000276510115467156;"Bacteria";"Control";"Campylobacter"
"5";0.00167106836971103;"Bacteria";"Control";"Escherichia"
"5";0;"Bacteria";"Control";"Salmonella"
"5";6.33738503483227e-06;"Bacteria";"Control";"Serratia"
"5";2.20140743315226e-05;"Bacteria";"Control";"Acinetobacter"
"5";3.63565773050904e-05;"Bacteria";"Control";"Moraxella"
"5";0.0242311584539715;"Bacteria";"Control";"Actinobacillus"
"5";2.00127948468387e-06;"Bacteria";"Control";"Avibacterium"
"5";1.66773290390323e-05;"Bacteria";"Control";"Gallibacterium"
"5";7.70492601603292e-05;"Bacteria";"Control";"Glaesserella"
"5";0.000178780967298426;"Bacteria";"Control";"Pasteurella"
"5";0.000240487084742846;"Bacteria";"Control";"Bullifex"
"5";0;"Bacteria";"Control";"Candidatus Ornithospirochaeta"
"5";1.56766892966904e-05;"Bacteria";"Control";"Treponema"
"5";0.000183117072848575;"Bacteria";"Control";"Cloacibacillus"
"5";0;"Bacteria";"Control";"Pyramidobacter"
"5";0;"Bacteria";"Control";"Acholeplasma"
"5";0;"Bacteria";"Control";"Mycoplasma"
"5";2.53495401393291e-05;"Bacteria";"Control";"Akkermansia"
"5";0;"Eukaryota";"Control";"Necator"
"5";0;"Eukaryota";"Control";"Trichuris"
"5";0.00177913746188397;"Eukaryota";"Control";"Blastocystis"
"5";0;"Bacteria";"Control";"Actinomyces"
"5";0;"Bacteria";"Control";"Schaalia"
"5";5.33674529249033e-06;"Bacteria";"Control";"Berryella"
"5";0;"Bacteria";"Control";"Candidatus Aphodovivens"
"5";4.00255896936775e-06;"Bacteria";"Control";"Heminiphilus"
"5";7.67157135795485e-06;"Bacteria";"Control";"Porphyromonas"
"5";7.67157135795485e-06;"Bacteria";"Control";"Bergeyella"
"5";3.36882046588452e-05;"Bacteria";"Control";"Chryseobacterium"
"5";4.00255896936775e-06;"Bacteria";"Control";"Lachnoanaerobaculum"
"5";0;"Bacteria";"Control";"Schaedlerella"
"5";2.00127948468387e-06;"Bacteria";"Control";"Sporofaciens"
"5";8.33866451951614e-06;"Bacteria";"Control";"Candidatus Aphodomonas"
"5";2.46824469777678e-05;"Bacteria";"Control";"Candidatus Egerieenecus"
"5";0;"Bacteria";"Control";"Candidatus Faecicola"
"5";2.46824469777678e-05;"Bacteria";"Control";"Candidatus Faecivicinus"
"5";9.33930426185808e-06;"Bacteria";"Control";"Candidatus Fimadaptatus"
"5";1.93457016852775e-05;"Bacteria";"Control";"Colidextribacter"
"5";4.00255896936775e-06;"Bacteria";"Control";"Pusillibacter"
"5";0;"Bacteria";"Control";"Peptoclostridium"
"5";1.33418632312258e-06;"Bacteria";"Control";"Candidatus Excrementavichristensenella"
"5";1.53431427159098e-05;"Bacteria";"Control";"Erysipelatoclostridium"
"5";0;"Bacteria";"Control";"Anaerococcus"
"5";0;"Bacteria";"Control";"Peptoniphilus"
"5";0;"Bacteria";"Control";"Victivallis"
"5";0;"Bacteria";"Control";"Acidiphilium"
"5";0.000135419911796942;"Bacteria";"Control";"Pelistega"
"5";1.43425029735678e-05;"Bacteria";"Control";"Dechloromonas"
"5";0;"Bacteria";"Control";"Thauera"
"5";0;"Bacteria";"Control";"Shigella"
"5";0;"Bacteria";"Control";"Mediterranea"
"5";2.20140743315226e-05;"Bacteria";"Control";"Barnesiella"
"5";0;"Bacteria";"Control";"Duncaniella"
"5";0;"Bacteria";"Control";"Listeria"
"5";0;"Bacteria";"Control";"Kurthia"
"5";1.1340583746542e-05;"Bacteria";"Control";"Staphylococcus"
"5";0;"Bacteria";"Control";"Pediococcus"
"5";2.86850059471356e-05;"Bacteria";"Control";"Agathobacter"
"5";5.00319871170968e-06;"Bacteria";"Control";"Butyrivibrio"
"5";0;"Bacteria";"Control";"Candidatus Merdisoma"
"5";1.66773290390323e-05;"Bacteria";"Control";"Candidatus Scatomonas"
"5";2.50159935585484e-05;"Bacteria";"Control";"Kineothrix"
"5";0;"Bacteria";"Control";"Velocimicrobium"
"5";5.67029187327098e-06;"Bacteria";"Control";"Candidatus Copromonas"
"5";0;"Bacteria";"Control";"Candidatus Fimiplasma"
"5";5.67029187327098e-06;"Bacteria";"Control";"Candidatus Onthenecus"
"5";6.00383845405162e-06;"Bacteria";"Control";"Lawsonibacter"
"5";0;"Bacteria";"Control";"Massilistercora"
"5";3.6690123885871e-05;"Bacteria";"Control";"Candidatus Avoscillospira"
"5";9.00575768107744e-06;"Bacteria";"Control";"Candidatus Limousia"
"5";0;"Bacteria";"Control";"Coprobacillus"
"5";0;"Bacteria";"Control";"Merdibacter"
"5";6.00383845405162e-06;"Bacteria";"Control";"Solobacterium"
"5";0;"Bacteria";"Control";"Murdochiella"
"5";0;"Bacteria";"Control";"Acetobacter"
"5";1.00063974234194e-05;"Bacteria";"Control";"Oxalobacter"
"5";2.50159935585484e-05;"Bacteria";"Control";"Histophilus"
"5";4.00255896936775e-06;"Bacteria";"Control";"Ursidibacter"
"5";0;"Bacteria";"Control";"Actinobaculum"
"5";0;"Bacteria";"Control";"Trueperella"
"5";0;"Bacteria";"Control";"Denitrobacterium"
"5";1.66773290390323e-06;"Bacteria";"Control";"Slackia"
"5";0;"Bacteria";"Control";"Candidatus Avibacteroides"
"5";1.10070371657613e-05;"Bacteria";"Control";"Candidatus Limisoma"
"5";0;"Bacteria";"Control";"Candidatus Onthomorpha"
"5";5.67029187327098e-06;"Bacteria";"Control";"Tannerella"
"5";0;"Bacteria";"Control";"Flavobacterium"
"5";0;"Bacteria";"Control";"Bavariicoccus"
"5";9.33930426185808e-06;"Bacteria";"Control";"Companilactobacillus"
"5";0;"Bacteria";"Control";"Lactococcus"
"5";0;"Bacteria";"Control";"Mordavella"
"5";0;"Bacteria";"Control";"Baileyella"
"5";1.96792482660581e-05;"Bacteria";"Control";"Acetitomaculum"
"5";0;"Bacteria";"Control";"Anaerostipes"
"5";1.66773290390323e-06;"Bacteria";"Control";"Candidatus Limivivens"
"5";0;"Bacteria";"Control";"Candidatus Pelethocola"
"5";0;"Bacteria";"Control";"Candidatus Scybalocola"
"5";0;"Bacteria";"Control";"Candidatus Scybalomonas"
"5";0;"Bacteria";"Control";"Epulopiscium"
"5";4.00255896936775e-06;"Bacteria";"Control";"Lachnotalea"
"5";4.00255896936775e-06;"Bacteria";"Control";"Lacrimispora"
"5";0;"Bacteria";"Control";"Sellimonas"
"5";0;"Bacteria";"Control";"Suipraeoptans"
"5";2.50159935585484e-05;"Bacteria";"Control";"Candidatus Alectryocaccobium"
"5";0;"Bacteria";"Control";"Candidatus Avimonoglobus"
"5";0;"Bacteria";"Control";"Anaerofilum"
"5";0;"Bacteria";"Control";"Bittarella"
"5";0;"Bacteria";"Control";"Candidatus Fimivivens"
"5";4.00255896936775e-06;"Bacteria";"Control";"Caproicibacter"
"5";0;"Bacteria";"Control";"Pseudoruminococcus"
"5";0;"Bacteria";"Control";"Ructibacterium"
"5";2.33482606546452e-05;"Bacteria";"Control";"Sporobacter"
"5";0;"Bacteria";"Control";"Candidatus Merdicola"
"5";0;"Bacteria";"Control";"Candidatus Ornithomonoglobus"
"5";0;"Bacteria";"Control";"Leptotrichia"
"5";0;"Bacteria";"Control";"Citrobacter"
"5";4.86978007939743e-05;"Bacteria";"Control";"Haemophilus"
"5";3.13533785933807e-05;"Bacteria";"Control";"Mannheimia"
"5";0;"Bacteria";"Control";"Rodentibacter"
"5";0;"Bacteria";"Control";"Synergistes"
"5";4.90313473747549e-05;"Viruses";"Control";"Inovirus"
"5";1.33418632312258e-06;"Bacteria";"Control";"Dietzia"
"5";1.33418632312258e-06;"Bacteria";"Control";"Mycobacteroides"
"5";6.33738503483227e-06;"Bacteria";"Control";"Candidatus Homeothermus"
"5";9.00575768107744e-06;"Bacteria";"Control";"Muribaculum"
"5";1.36754098120065e-05;"Bacteria";"Control";"Paramuribaculum"
"5";0.000136087004958503;"Bacteria";"Control";"Candidatus Avimuribaculum"
"5";5.33674529249033e-06;"Bacteria";"Control";"Marseilla"
"5";8.37201917759421e-05;"Bacteria";"Control";"Candidatus Coprenecus"
"5";2.33482606546452e-06;"Bacteria";"Control";"Riemerella"
"5";1.06734905849807e-05;"Bacteria";"Control";"Facklamia"
"5";3.36882046588452e-05;"Bacteria";"Control";"Lactiplantibacillus"
"5";1.66773290390323e-05;"Bacteria";"Control";"Candidatus Onthocola"
"5";6.50415832522259e-05;"Bacteria";"Control";"Candidatus Ornithoclostridium"
"5";6.33738503483227e-06;"Bacteria";"Control";"Candidatus Ventrousia"
"5";2.33482606546452e-06;"Bacteria";"Control";"Bilifractor"
"5";2.00127948468387e-06;"Bacteria";"Control";"Extibacter"
"5";2.00127948468387e-06;"Bacteria";"Control";"Candidatus Aphodomorpha"
"5";2.66837264624517e-06;"Bacteria";"Control";"Candidatus Egerieicola"
"5";6.00383845405162e-06;"Bacteria";"Control";"Neglectibacter"
"5";1.33418632312258e-06;"Bacteria";"Control";"Pygmaiobacter"
"5";7.67157135795485e-06;"Bacteria";"Control";"Candidatus Caccomorpha"
"5";2.60166333008904e-05;"Bacteria";"Control";"Candidatus Fimenecus"
"5";1.96792482660581e-05;"Bacteria";"Control";"Candidatus Ornithocaccomicrobium"
"5";4.33610555014839e-06;"Bacteria";"Control";"Eggerthia"
"5";1.66773290390323e-06;"Bacteria";"Control";"Anaerorhabdus"
"5";1.33418632312258e-06;"Bacteria";"Control";"Longicatena"
"5";4.66965213092904e-06;"Bacteria";"Control";"Anaerovibrio"
"5";4.66965213092904e-06;"Bacteria";"Control";"Candidatus Galligastranaerophilus"
"5";2.56830867201097e-05;"Bacteria";"Control";"Shinella"
"5";3.6690123885871e-06;"Bacteria";"Control";"Azospirillum"
"5";1.33418632312258e-06;"Bacteria";"Control";"Helicobacter"
"5";5.33674529249033e-06;"Bacteria";"Control";"Bibersteinia"
"5";3.33546580780646e-06;"Bacteria";"Control";"Frederiksenia"
"5";3.33546580780646e-06;"Bacteria";"Control";"Muribacter"
"5";4.00255896936775e-06;"Bacteria";"Control";"Brachyspira"
"5";1.00063974234194e-05;"Bacteria";"Control";"Anaeroplasma"
"5";2.00127948468387e-06;"Viruses";"Control";"Gregsiragusavirus"
"5";0;"Bacteria";"Control";"Candidatus Aveggerthella"
"5";0;"Bacteria";"Control";"Eggerthella"
"5";0;"Bacteria";"Control";"Cloacibacterium"
"5";0;"Bacteria";"Control";"Atopostipes"
"5";0;"Bacteria";"Control";"Candidatus Borkfalkia"
"5";0;"Bacteria";"Control";"Candidatus Spyradocola"
"5";0;"Bacteria";"Control";"Aminipila"
"5";0;"Bacteria";"Control";"Luxibacter"
"5";0;"Bacteria";"Control";"Shuttleworthia"
"5";0;"Bacteria";"Control";"Candidatus Galloscillospira"
"5";0;"Bacteria";"Control";"Solibaculum"
"5";0;"Bacteria";"Control";"Candidatus Alectryocaccomicrobium"
"5";0;"Bacteria";"Control";"Acidaminococcus"
"5";0;"Bacteria";"Control";"Conservatibacter"
"5";0;"Bacteria";"Control";"Mycoplasmopsis"
"5";0;"Bacteria";"Control";"Phycicoccus"
"5";0;"Bacteria";"Control";"Enorma"
"5";0;"Bacteria";"Control";"Paraeggerthella"
"5";0;"Bacteria";"Control";"Candidatus Gallibacteroides"
"5";0;"Bacteria";"Control";"Capnocytophaga"
"5";0;"Bacteria";"Control";"Aerococcus"
"5";0;"Bacteria";"Control";"Aminicella"
"5";0;"Bacteria";"Control";"Candidatus Egerieimonas"
"5";0;"Bacteria";"Control";"Murimonas"
"5";0;"Bacteria";"Control";"Candidatus Coproplasma"
"5";0;"Bacteria";"Control";"Levyella"
"5";0;"Bacteria";"Control";"Candidatus Fimivicinus"
"5";0;"Bacteria";"Control";"Monoglobus"
"5";0;"Bacteria";"Control";"Providencia"
"5";0;"Eukaryota";"Control";"Lupinus"
"5";0;"Bacteria";"Control";"Massilioclostridium"
"5";0;"Bacteria";"Control";"Harryflintia"
"5";0;"Bacteria";"Control";"Petroclostridium"
"5";0;"Bacteria";"Control";"Negativicoccus"
"5";0;"Bacteria";"Control";"Caecibacteroides"
"5";0;"Bacteria";"Control";"Odoribacter"
"5";0;"Bacteria";"Control";"Sanguibacteroides"
"5";0;"Bacteria";"Control";"Gallibacter"
"5";0;"Bacteria";"Control";"Candidatus Pelethousia"
"5";0;"Bacteria";"Control";"Candidatus Ventrisoma"
